STUDIENR,UDDANNELSE,KURSKODE,KURSTXT,BEDOMMELSE,SKALA,ECTS,UDPROVNING,CENSUR,BEDOMMELSESDATO
STNR002355,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,10,7-trinsskala,30.0,Projekt,ekstern censur,2019-07-12
STNR002355,"Informationsteknologi, cand.polyt.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,12,7-trinsskala,5.0,Projekt,intern censur,2018-08-20
STNR002357,"Informationsteknologi, cand.polyt.",2180,02180 Introduktion til kunstig intelligens,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-06-19
STNR002357,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,7,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR002357,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,10,7-trinsskala,5.0,Skriftlig,intern censur,2017-12-21
STNR002357,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,12,7-trinsskala,7.5,Skriftlig,intern censur,2019-01-18
STNR002357,"Informationsteknologi, cand.polyt.",2249,02249 Beregningsmæssigt hårde problemer,4,7-trinsskala,7.5,Skriftlig,ekstern censur,2018-01-04
STNR002357,"Informationsteknologi, cand.polyt.",2257,02257 Anvendt funktionsprogrammering,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-19
STNR002357,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-06
STNR002357,"Informationsteknologi, cand.polyt.",2281,02281 Data-logik,4,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-05-22
STNR002357,"Informationsteknologi, cand.polyt.",2282,02282 Algoritmer for store datamængder,10,7-trinsskala,7.5,Skriftlig,ekstern censur,2018-05-16
STNR002357,"Informationsteknologi, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,12,7-trinsskala,7.5,Skriftlig,intern censur,2018-07-03
STNR002357,"Informationsteknologi, cand.polyt.",2287,02287 Logiske teorier for usikkerhed og læring,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-12-14
STNR002357,"Informationsteknologi, cand.polyt.",2393,02393 Programmering i C++,BE,bestået/ikke bestået,5.0,Skriftlig,intern censur,2018-12-09
STNR002357,"Informationsteknologi, cand.polyt.",2450,02450 Introduktion til machine learning og data mining,4,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-09
STNR002357,"Informationsteknologi, cand.polyt.",2561,02561 Computergrafik,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-01-25
STNR002357,"Informationsteknologi, cand.polyt.",2807,02807 Beregningsmæssige værktøjer til datavidenskab,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-01-08
STNR002357,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-15
STNR002357,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,12,7-trinsskala,30.0,Projekt,ekstern censur,2019-07-05
STNR002358,"Informationsteknologi, cand.polyt.",1410,01410 Kryptologi 1,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-05-17
STNR002358,"Informationsteknologi, cand.polyt.",1410,01410 Kryptologi 1,EM,7-trinsskala,5.0,Skriftlig,ekstern censur,2017-08-22
STNR002358,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,EM,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR002358,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,EM,7-trinsskala,7.5,Skriftlig,intern censur,2018-08-16
STNR002358,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,12,7-trinsskala,7.5,Skriftlig,intern censur,2019-06-13
STNR002358,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-17
STNR002358,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-07-23
STNR002358,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,7,7-trinsskala,7.5,Skriftlig,intern censur,2018-02-12
STNR002358,"Informationsteknologi, cand.polyt.",2249,02249 Beregningsmæssigt hårde problemer,12,7-trinsskala,7.5,Skriftlig,ekstern censur,2018-01-04
STNR002358,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-06
STNR002358,"Informationsteknologi, cand.polyt.",2282,02282 Algoritmer for store datamængder,12,7-trinsskala,7.5,Skriftlig,ekstern censur,2018-05-16
STNR002358,"Informationsteknologi, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,7,7-trinsskala,7.5,Skriftlig,intern censur,2018-07-03
STNR002358,"Informationsteknologi, cand.polyt.",2418,02418 Statistisk modellering: teori og anvendelser,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-18
STNR002358,"Informationsteknologi, cand.polyt.",2450,02450 Introduktion til machine learning og data mining,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-09
STNR002358,"Informationsteknologi, cand.polyt.",2456,02456 Dyb læring,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-01-29
STNR002358,"Informationsteknologi, cand.polyt.",2807,02807 Beregningsmæssige værktøjer til datavidenskab,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-01-11
STNR002358,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-15
STNR002358,"Informationsteknologi, cand.polyt.",02255-1,02255 Praktisk kryptologi,12,7-trinsskala,5.0,Skriftlig,intern censur,2018-12-13
STNR002358,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,10,7-trinsskala,30.0,Projekt,ekstern censur,2019-08-02
STNR002358,"Informationsteknologi, cand.polyt.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2019-02-11
STNR002364,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,7,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR002364,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,2,7-trinsskala,7.5,Skriftlig,intern censur,2017-12-20
STNR002364,"Informationsteknologi, cand.polyt.",2228,02228 Fejltolerante systemer,7,7-trinsskala,7.5,Skriftlig,intern censur,2018-01-19
STNR002364,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-17
STNR002364,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-06-26
STNR002364,"Informationsteknologi, cand.polyt.",2234,02234 Aktuelle emner i systemsikkerhed,4,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-25
STNR002364,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,7,7-trinsskala,7.5,Skriftlig,intern censur,2019-01-18
STNR002364,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-06
STNR002364,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-30
STNR002364,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-15
STNR002364,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-16
STNR002364,"Informationsteknologi, cand.polyt.",02255-1,02255 Praktisk kryptologi,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-12-13
STNR002364,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,7,7-trinsskala,30.0,Projekt,ekstern censur,2019-06-17
STNR002364,"Informationsteknologi, cand.polyt.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,10,7-trinsskala,5.0,Projekt,intern censur,2018-01-19
STNR002364,"Informationsteknologi, cand.polyt.",S01-05-2,Specialkursus ved Institut for Matematik og Computer Science,10,7-trinsskala,5.0,Projekt,intern censur,2018-07-19
STNR002364,"Informationsteknologi, cand.polyt.",S01-05-3,Specialkursus ved Institut for Matematik og Computer Science,7,7-trinsskala,5.0,Projekt,intern censur,2018-08-20
STNR002371,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,2,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR002371,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,2,7-trinsskala,7.5,Skriftlig,intern censur,2018-12-19
STNR002371,"Informationsteknologi, cand.polyt.",2228,02228 Fejltolerante systemer,12,7-trinsskala,7.5,Skriftlig,intern censur,2018-01-19
STNR002371,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-21
STNR002371,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,EM,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-27
STNR002371,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-10-08
STNR002371,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,2,7-trinsskala,7.5,Skriftlig,intern censur,2019-01-18
STNR002371,"Informationsteknologi, cand.polyt.",2265,02265 Avancerede emner i software engineering,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-17
STNR002371,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-30
STNR002371,"Informationsteknologi, cand.polyt.",2823,02823 Computerspilprototyper,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-22
STNR002371,"Informationsteknologi, cand.polyt.",2826,02826 Lyddesign gennem funktionsprogrammering,4,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-01-25
STNR002371,"Informationsteknologi, cand.polyt.",41633,41633 Innovation og produktudvikling,4,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-06-24
STNR002371,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-15
STNR002371,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",EM,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-16
STNR002371,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",4,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-06-20
STNR002371,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,10,7-trinsskala,30.0,Projekt,ekstern censur,2019-12-17
STNR002371,"Informationsteknologi, cand.polyt.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2019-01-29
STNR002376,"Informationsteknologi, cand.polyt.",2001,02001 Forskningsfordybelse,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-09-21
STNR002376,"Informationsteknologi, cand.polyt.",2110,02110 Algoritmer og datastrukturer 2,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2017-12-20
STNR002376,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,7,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR002376,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,7,7-trinsskala,7.5,Skriftlig,intern censur,2018-12-19
STNR002376,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,12,7-trinsskala,5.0,Skriftlig,intern censur,2017-12-21
STNR002376,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,10,7-trinsskala,7.5,Skriftlig,intern censur,2018-02-12
STNR002376,"Informationsteknologi, cand.polyt.",2249,02249 Beregningsmæssigt hårde problemer,2,7-trinsskala,7.5,Skriftlig,ekstern censur,2018-01-04
STNR002376,"Informationsteknologi, cand.polyt.",2282,02282 Algoritmer for store datamængder,2,7-trinsskala,7.5,Skriftlig,ekstern censur,2018-05-16
STNR002376,"Informationsteknologi, cand.polyt.",2284,02284 Videnbaserede systemer,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-18
STNR002376,"Informationsteknologi, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,2,7-trinsskala,7.5,Skriftlig,intern censur,2018-07-03
STNR002376,"Informationsteknologi, cand.polyt.",2582,02582 Computerintensiv dataanalyse,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-05-18
STNR002376,"Informationsteknologi, cand.polyt.",2806,02806 Social dataanalyse og visualisering,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-06-20
STNR002376,"Informationsteknologi, cand.polyt.",2807,02807 Beregningsmæssige værktøjer til datavidenskab,4,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-01-08
STNR002376,"Informationsteknologi, cand.polyt.",30571,30571 Smart city sensorteknologi,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-02-08
STNR002376,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-15
STNR002376,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,4,7-trinsskala,30.0,Projekt,ekstern censur,2019-06-13
STNR002382,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR002382,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,7,7-trinsskala,7.5,Skriftlig,intern censur,2018-12-19
STNR002382,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-06-26
STNR002382,"Informationsteknologi, cand.polyt.",2234,02234 Aktuelle emner i systemsikkerhed,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-02-09
STNR002382,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,7,7-trinsskala,7.5,Skriftlig,intern censur,2019-01-18
STNR002382,"Informationsteknologi, cand.polyt.",2265,02265 Avancerede emner i software engineering,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-17
STNR002382,"Informationsteknologi, cand.polyt.",2266,02266 User experience engineering,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-02-16
STNR002382,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-06
STNR002382,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,10,7-trinsskala,5.0,Skriftlig,intern censur,2018-05-30
STNR002382,"Informationsteknologi, cand.polyt.",2515,02515 Sundhedsteknologi,10,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-12-19
STNR002382,"Informationsteknologi, cand.polyt.",2809,02809 UX design prototypeudvikling,7,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2019-01-16
STNR002382,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-15
STNR002382,"Informationsteknologi, cand.polyt.",42457,42457 Supply chain management og avanceret planlægning,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-19
STNR002382,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",4,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-16
STNR002382,"Informationsteknologi, cand.polyt.",E01-32,Institut for Matematik og Computer Science,10,7-trinsskala,32.5,Projekt,ekstern censur,2019-07-15
STNR002397,"Informationsteknologi, cand.polyt.",2180,02180 Introduktion til kunstig intelligens,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-06-19
STNR002397,"Informationsteknologi, cand.polyt.",2191,02191 Computersikkerhedsundersøgelser,10,7-trinsskala,5.0,Mundtlig,intern censur,2019-04-05
STNR002397,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,7,7-trinsskala,7.5,Skriftlig,intern censur,2019-06-13
STNR002397,"Informationsteknologi, cand.polyt.",2228,02228 Fejltolerante systemer,12,7-trinsskala,7.5,Skriftlig,intern censur,2018-01-19
STNR002397,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,12,7-trinsskala,5.0,Skriftlig,intern censur,2018-07-23
STNR002397,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,7,7-trinsskala,7.5,Skriftlig,intern censur,2018-02-12
STNR002397,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,7,7-trinsskala,5.0,Skriftlig,intern censur,2018-01-19
STNR002397,"Informationsteknologi, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2018-07-03
STNR002397,"Informationsteknologi, cand.polyt.",2287,02287 Logiske teorier for usikkerhed og læring,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-12-14
STNR002397,"Informationsteknologi, cand.polyt.",2289,02289 Algoritmiske teknikker for moderne datamodeller,0,7-trinsskala,5.0,Mundtlig,ekstern censur,2020-05-28
STNR002397,"Informationsteknologi, cand.polyt.",2289,02289 Algoritmiske teknikker for moderne datamodeller,0,7-trinsskala,5.0,Mundtlig,ekstern censur,2019-12-11
STNR002397,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-17
STNR002397,"Informationsteknologi, cand.polyt.",2450,02450 Introduktion til machine learning og data mining,2,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-09
STNR002397,"Informationsteknologi, cand.polyt.",2454,02454 Introduktion til kognitionsvidenskab,2,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-12-22
STNR002397,"Informationsteknologi, cand.polyt.",2456,02456 Dyb læring,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-01-29
STNR002397,"Informationsteknologi, cand.polyt.",2460,02460 Avanceret machine learning,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-06-12
STNR002397,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-15
STNR002397,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,4,7-trinsskala,30.0,Projekt,ekstern censur,2020-02-21
STNR002699,"Informationsteknologi, cand.polyt.",2192,02192 Computersikkerhedshændelseshåndtering,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-06-23
STNR002699,"Informationsteknologi, cand.polyt.",2193,02193 Etisk hacking,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-07-25
STNR002699,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,4,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR002699,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,0,7-trinsskala,7.5,Skriftlig,intern censur,2018-12-19
STNR002699,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,0,7-trinsskala,7.5,Skriftlig,intern censur,2019-05-27
STNR002699,"Informationsteknologi, cand.polyt.",2223,02223 Modelbaseret systems engineering,4,7-trinsskala,7.5,Skriftlig,intern censur,2019-12-18
STNR002699,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,7,7-trinsskala,5.0,Skriftlig,intern censur,2017-12-21
STNR002699,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,0,7-trinsskala,5.0,Skriftlig,intern censur,2018-06-26
STNR002699,"Informationsteknologi, cand.polyt.",2233,02233 Netværkssikkerhed,2,7-trinsskala,5.0,Skriftlig,intern censur,2018-08-21
STNR002699,"Informationsteknologi, cand.polyt.",2234,02234 Aktuelle emner i systemsikkerhed,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-02-18
STNR002699,"Informationsteknologi, cand.polyt.",2234,02234 Aktuelle emner i systemsikkerhed,EM,7-trinsskala,5.0,Skriftlig,intern censur,2018-02-09
STNR002699,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,2,7-trinsskala,5.0,Skriftlig,intern censur,2019-11-12
STNR002699,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,EM,7-trinsskala,5.0,Skriftlig,intern censur,2018-07-23
STNR002699,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,EM,7-trinsskala,5.0,Skriftlig,intern censur,2019-08-12
STNR002699,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,2,7-trinsskala,7.5,Skriftlig,intern censur,2018-02-12
STNR002699,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-14
STNR002699,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,EM,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-06
STNR002699,"Informationsteknologi, cand.polyt.",34341,34341 Datakommunikationsprincipper,0,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-12
STNR002699,"Informationsteknologi, cand.polyt.",34341,34341 Datakommunikationsprincipper,EM,7-trinsskala,5.0,Skriftlig,ekstern censur,2017-12-13
STNR002699,"Informationsteknologi, cand.polyt.",34341,34341 Datakommunikationsprincipper,4,7-trinsskala,5.0,Mundtlig,intern censur,2019-05-29
STNR002699,"Informationsteknologi, cand.polyt.",41633,41633 Innovation og produktudvikling,7,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-06-24
STNR002699,"Informationsteknologi, cand.polyt.",E01-32,Institut for Matematik og Computer Science,10,7-trinsskala,32.5,Projekt,ekstern censur,2020-10-22
STNR002731,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2019-06-13
STNR002731,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-08-12
STNR002731,"Informationsteknologi, cand.polyt.",2249,02249 Beregningsmæssigt hårde problemer,7,7-trinsskala,7.5,Skriftlig,ekstern censur,2019-01-14
STNR002731,"Informationsteknologi, cand.polyt.",2266,02266 User experience engineering,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-03-08
STNR002731,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-06
STNR002731,"Informationsteknologi, cand.polyt.",2282,02282 Algoritmer for store datamængder,4,7-trinsskala,7.5,Skriftlig,ekstern censur,2019-05-21
STNR002731,"Informationsteknologi, cand.polyt.",2284,02284 Videnbaserede systemer,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-18
STNR002731,"Informationsteknologi, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,4,7-trinsskala,7.5,Skriftlig,intern censur,2019-07-07
STNR002731,"Informationsteknologi, cand.polyt.",2287,02287 Logiske teorier for usikkerhed og læring,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-12-13
STNR002731,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-17
STNR002731,"Informationsteknologi, cand.polyt.",2456,02456 Dyb læring,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-27
STNR002731,"Informationsteknologi, cand.polyt.",2805,02805 Sociale grafer og interaktioner,7,7-trinsskala,10.0,Skriftlig,intern censur,2019-12-30
STNR002731,"Informationsteknologi, cand.polyt.",2823,02823 Computerspilprototyper,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-21
STNR002731,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-01-29
STNR002731,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,10,7-trinsskala,30.0,Projekt,ekstern censur,2020-07-06
STNR002733,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,7,7-trinsskala,7.5,Skriftlig,intern censur,2019-06-13
STNR002733,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-08-12
STNR002733,"Informationsteknologi, cand.polyt.",2249,02249 Beregningsmæssigt hårde problemer,7,7-trinsskala,7.5,Skriftlig,ekstern censur,2019-01-14
STNR002733,"Informationsteknologi, cand.polyt.",2266,02266 User experience engineering,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-03-08
STNR002733,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-06
STNR002733,"Informationsteknologi, cand.polyt.",2282,02282 Algoritmer for store datamængder,7,7-trinsskala,7.5,Skriftlig,ekstern censur,2019-05-21
STNR002733,"Informationsteknologi, cand.polyt.",2284,02284 Videnbaserede systemer,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-18
STNR002733,"Informationsteknologi, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,4,7-trinsskala,7.5,Skriftlig,intern censur,2019-07-07
STNR002733,"Informationsteknologi, cand.polyt.",2287,02287 Logiske teorier for usikkerhed og læring,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-12-13
STNR002733,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,10,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-17
STNR002733,"Informationsteknologi, cand.polyt.",2456,02456 Dyb læring,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-27
STNR002733,"Informationsteknologi, cand.polyt.",2805,02805 Sociale grafer og interaktioner,7,7-trinsskala,10.0,Skriftlig,intern censur,2019-12-30
STNR002733,"Informationsteknologi, cand.polyt.",2823,02823 Computerspilprototyper,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-21
STNR002733,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",10,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-01-29
STNR002733,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,10,7-trinsskala,30.0,Projekt,ekstern censur,2020-07-06
STNR003066,"Informationsteknologi, cand.polyt.",1018,01018 Diskret Matematik 2: Algebra,0,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-03
STNR003066,"Informationsteknologi, cand.polyt.",1018,01018 Diskret Matematik 2: Algebra,0,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-04
STNR003066,"Informationsteknologi, cand.polyt.",1018,01018 Diskret Matematik 2: Algebra,4,7-trinsskala,5.0,Skriftlig,intern censur,2020-12-28
STNR003066,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,0,7-trinsskala,7.5,Skriftlig,intern censur,2018-06-08
STNR003066,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,4,7-trinsskala,7.5,Skriftlig,intern censur,2020-06-11
STNR003066,"Informationsteknologi, cand.polyt.",2242,02242 Programanalyse,12,7-trinsskala,7.5,Skriftlig,ekstern censur,2018-12-12
STNR003066,"Informationsteknologi, cand.polyt.",2247,02247 Oversætterkonstruktion,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2019-05-24
